date,occupancy,heating degrees,electricity-kWh
5/21/14,0.5,0.76125,4351.015745
5/22/14,0.5,1.043055556,4373.708479
5/23/14,0.5,1.861076389,4232.710833
5/24/14,0.5,1.893090278,3084.947789
5/25/14,0.5,1.189131944,3092.127598
5/26/14,0.2,0.353680556,3603.643839
5/27/14,0.4875,1.972534722,4352.728775
5/28/14,0.5,5.987361111,4568.882758
5/29/14,0.5,3.309375,4317.43511
5/30/14,0.5,1.822638889,3966.234
5/31/14,0.5,1.977604167,2665.63322
6/1/14,0.5,1.289479167,2604.004889
6/2/14,0.5,0.169791667,4087.081414
6/3/14,0.5,0,3852.456617
6/4/14,0.5,0.200868056,3670.722624
6/5/14,0.5,0.073229167,4173.367045
6/6/14,0.5,0.283090278,3762.38803
6/7/14,0.5,0.000625,2590.489415
6/8/14,0.5,0,2567.122611
6/9/14,0.5,0,4435.10666
6/10/14,0.5,0,4261.98579
6/11/14,0.5,0.028506944,4418.493184
6/12/14,0.5,0,4188.734618
6/13/14,0.5,0,4367.499984
6/14/14,0.5,0,2775.43528
6/15/14,0.5,0.076006944,2630.249726
6/16/14,0.5,0,4536.447649
6/17/14,0.5,0,4596.000134
6/18/14,0.5,0,4728.861977
6/19/14,0.5,0,4644.01531
6/20/14,0.5,0,4371.898781
6/21/14,0.5,0.263506944,2631.026181
6/22/14,0.5,0.061388889,2708.111996
6/23/14,0.5,0.006388889,4831.968647
6/24/14,0.5,0,4514.255078
6/25/14,0.5,0,4692.208497
6/26/14,0.5,0,4560.760156
6/27/14,0.5,0,4564.286609
6/28/14,0.5,0,2811.37761
6/29/14,0.5,0,2859.388067
7/2/14,0.5,0,4880.505214
7/3/14,0.5,0,4865.26029
7/4/14,0.5,0,3551.627758
7/5/14,0.5,0.028819444,2782.909063
7/6/14,0.5,0,2818.249802
7/7/14,0.5,0,4845.330436
7/8/14,0.5,0,4840.500464
7/9/14,0.5,0,5067.830199
7/10/14,0.5,0,4948.419321
7/11/14,0.5,0,4689.239847
7/12/14,0.5,0,3197.669237
7/13/14,0.5,0,3037.494919
7/14/14,0.5,0,5185.202904
7/15/14,0.5,0,5277.277183
7/16/14,0.5,0,5037.86094
7/17/14,0.5,0,5146.840809
7/18/14,0.5,0,5138.515716
7/19/14,0.5,0,2867.047222
7/20/14,0.5,0,2709.010389
7/21/14,0.5,0,4731.218421
7/22/14,0.5,0,4805.26079
7/23/14,0.5,0,5051.452912
7/24/14,0.5,0,4775.116799
7/25/14,0.5,0,4761.419699
7/26/14,0.5,0,3256.367059
7/27/14,0.5,0,2964.653717
7/28/14,0.5,0,4635.367296
7/29/14,0.5,0,4568.871967
7/30/14,0.5,0,4394.867198
7/31/14,0.5,0,4474.383081
8/1/14,0.5,0,4400.367065
8/2/14,0.5,0,3233.862017
8/3/14,0.5,0,3088.744748
8/4/14,0.5,0,4362.312724
8/5/14,0.5,0,4327.942595
8/6/14,0.5,0,4200.521034
8/7/14,0.5,0,4077.90391
8/8/14,0.5,0,3799.765311
8/9/14,0.5,0,2844.484426
8/10/14,0.5,0,2914.867216
8/11/14,0.5,0,4130.21849
8/12/14,0.5,0,4280.516159
8/13/14,0.5,0,4133.892939
8/14/14,0.5,0,4102.218566
8/15/14,0.5,0,4079.148632
8/16/14,0.5,0,3498.596238
8/17/14,0.5,0,3300.835427
8/18/14,0.5,0,4614.40918
8/19/14,0.5,0.150069444,4538.393073
8/20/14,0.5,0,4768.078822
8/21/14,0.5,0,4587.538574
8/22/14,0.5,0,4480.382898
8/23/14,0.5,0,3488.72913
8/24/14,0.5,0,3444.388329
8/25/14,0.5,0,4804.988852
8/26/14,0.5,0,4841.510935
8/27/14,0.5,0,5054.750224
8/28/14,0.5,0,4980.345827
8/29/14,0.5,0.006701389,4879.776573
8/30/14,0.5,0.007083333,3767.62221
9/2/14,0.9625,0,5706.219014
9/3/14,1,0,5869.335684
9/4/14,1,0,6046.271017
9/5/14,1,0,5685.015596
9/6/14,0.5,0,4602.495
9/7/14,0.5,0,4562.846355
9/8/14,1,0.009583333,5965.622308
9/9/14,1,0,5857.239197
9/10/14,1,0,5608.153957
9/11/14,1,0,5535.356616
9/12/14,1,0.073923611,5721.158801
9/13/14,0.5,1.141076389,5144.075553
9/14/14,0.5,1.3046875,4683.627688
9/15/14,1,2.242604167,5845.617177
9/16/14,1,0.6075,5819.76561
9/17/14,1,0.858125,5709.729217
9/18/14,1,1.187743056,5594.648341
9/19/14,1,3.783090278,5526.030956
9/20/14,0.5,2.253090278,4239.255782
9/21/14,0.5,0,4351.973863
9/22/14,1,0.355069444,5422.12237
9/23/14,1,2.02375,5385.521009
9/24/14,1,0.937951389,5236.999949
9/25/14,1,1.153993056,5260.882577
9/26/14,1,0.867256944,4991.77659
9/27/14,0.5,0.119618056,4003.872452
9/28/14,0.5,0,4367.341043
9/29/14,1,0.084618056,5657.26251
9/30/14,1,1.353854167,5748.945605
10/1/14,1,1.035173611,5666.729137
10/2/14,1,2.271944444,5799.893231
10/3/14,1,3.4146875,5445.541411
10/4/14,0.5,1.075416667,4592.505629
10/5/14,0.5,2.192118056,4684.698094
10/6/14,1,3.012638889,6068.21837
10/7/14,1,0.304444444,5897.041956
10/8/14,1,0,5799.10128
10/9/14,1,1.312013889,5943.046969
10/10/14,1,2.108611111,5629.387559
10/11/14,0.5,5.576597222,4045.729417
10/12/14,0.5,4.271284722,4630.888098
10/13/14,0.6,3.0190625,5160.362062
10/14/14,0.983333333,0,5859.882711
10/15/14,1,0,6065.494424
10/16/14,1,0,5946.494792
10/17/14,1,0,5736.281524
10/18/14,0.5,0.067847222,4322.112174
10/19/14,0.5,4.394513889,4742.43734
10/20/14,1,6.078020833,6411.382546
10/21/14,1,1.887430556,5794.265789
10/22/14,1,4.106041667,5756.760554
10/23/14,1,4.105833333,5665.62238
10/24/14,1,4.603020833,5464.041278
10/25/14,0.5,2.809861111,4194.862223
10/26/14,0.5,2.972118056,4454.096663
10/27/14,1,3.518472222,6068.963182
10/28/14,1,3.287013889,6268.749884
10/29/14,1,1.693402778,6209.882496
10/30/14,1,4.483159722,6275.154071
11/2/14,0.5,11.13409722,5009.581256
11/3/14,1,8.209340278,6070.015495
11/4/14,1,3.766631944,6047.73936
11/5/14,1,1.597361111,5977.994777
11/6/14,1,5.621284722,6066.090984
11/7/14,1,7.873159722,5929.604599
11/8/14,0.5,9.676145833,4798.729109
11/9/14,0.5,6.252534722,4866.590968
11/10/14,1,5.803090278,6253.265423
11/11/14,1,3.325069444,5725.872508
11/12/14,1,2.568229167,6152.814951
11/13/14,1,8.221215278,6402.653336
11/14/14,1,12.15038194,6009.766166
11/15/14,0.5,14.00107639,4517.12277
11/16/14,0.5,12.45600694,5000.229098
11/17/14,1,9.990902778,6195.872194
11/18/14,1,13.40892361,6250.617353
11/19/14,1,16.36715278,6293.09107
11/20/14,1,11.80604167,6330.812651
11/21/14,1,15.93618056,5910.494738
11/22/14,0.5,13.58065972,4539.653988
11/23/14,0.5,5.106354167,4854.473691
11/24/14,1,1.65625,6185.116932
11/25/14,1,1.422465278,6019.552067
11/26/14,1,10.92128472,4894.750029
11/27/14,0.2,13.87899306,4408.760936
11/28/14,0.2,15.87,4585.233929
11/29/14,0.2,16.42572917,4226.11734
11/30/14,0.2,5.968159722,4738.234538
12/1/14,0.966666667,3.658229167,6107.596208
12/2/14,1,12.63652778,6504.931908
12/3/14,1,8.525694444,6421.010132
12/4/14,1,12.10381944,6827.724358
12/5/14,1,13.30159722,6980.856419
12/6/14,0.5,10.80625,5215.531862
12/7/14,0.5,14.95329861,5859.635019
12/8/14,1,20.71076389,7592.083169
12/9/14,1,10.02420139,7201.580547
12/10/14,1,10.67041667,7078.142926
12/11/14,1,13.55649306,6712.526536
12/12/14,1,13.85159722,6256.653689
12/13/14,0.5,12.90982639,4890.372266
12/14/14,0.5,12.23298611,5237.195679
12/15/14,1,12.43701389,6410.632954
12/16/14,1,10.85715278,6083.98917
12/17/14,1,8.5428125,5977.128038
12/18/14,0.2,10.83114583,5823.169312
12/19/14,0.2,14.04670139,5183.158857
12/20/14,0.2,15.55065217,4084.755297
2/3/15,1,21.57818333,6570.234516
2/4/15,1,16.91107639,6584.93469
2/5/15,1,18.80788194,6561.325558
2/6/15,1,25.41510417,6384.716866
2/7/15,0.5,19.01666667,4661.108867
2/8/15,0.5,20.88309028,4811.332782
2/9/15,1,23.97361111,4555.527312
2/10/15,1,19.90444444,4980.649819
2/11/15,1,21.58395833,6340.764342
2/12/15,1,20.36520833,6771.205328
2/13/15,1,25.406875,6683.961816
2/14/15,0.5,23.30083333,4701.212037
2/15/15,0.5,25.05048611,4526.496755
2/16/15,0.6,27.88409722,6087.318176
2/17/15,0.983333333,23.48340278,6710.812996
2/18/15,1,18.86527778,6740.302419
2/19/15,1,20.65211806,6901.585652
2/20/15,1,26.36902778,6421.700683
2/21/15,0.5,20.65159722,4807.025851
2/22/15,0.5,13.37256944,4979.591083
2/23/15,1,20.84604167,6755.666338
2/24/15,1,26.46100694,7246.744559
2/25/15,1,18.61996528,7259.63307
2/26/15,1,21.42548611,6765.573149
2/27/15,1,21.04256944,6355.776002
2/28/15,0.5,20.66746528,4863.234749
3/1/15,0.5,19.3709375,4914.372204
3/2/15,1,15.73534722,6493.033481
3/3/15,1,18.00461806,7120.903664
3/4/15,1,10.67465278,6782.218677
3/5/15,1,16.37972222,6760.755244
3/6/15,1,22.00104167,6727.823021
3/7/15,0.5,16.59809028,5064.122382
3/8/15,0.5,13.48699275,4990.3573
3/9/15,1,10.80277778,6691.559566
3/10/15,1,8.585138889,6813.093814
3/11/15,1,5.398298611,6673.6018
3/12/15,1,12.65888889,6637.653444
3/13/15,1,14.66354167,6291.568129
3/14/15,0.4,12.88197917,4072.132841
3/15/15,0.4,13.06256944,4292.479027
3/16/15,0.4,12.40378472,5863.616657
3/17/15,0.4,10.82722222,5518.340952
3/18/15,0.4,18.17440972,5801.50538
3/19/15,0.4,18.15829861,5772.877825
3/20/15,0.4,17.03631944,5585.52631
3/21/15,0.4,13.97586806,4515.61728
3/22/15,0.495833333,15.9634375,4843.223848
3/23/15,1,18.99236111,6855.213318
3/24/15,1,15.62770833,7213.58607
3/25/15,1,10.99697917,7259.681894
3/26/15,1,6.674722222,6580.890793
3/27/15,1,9.718645833,6152.994673
3/28/15,0.5,13.26315972,4709.766046
3/29/15,0.5,13.49368056,5225.799406
3/30/15,1,11.52017361,6637.712821
3/31/15,1,8.781736111,6715.786945
4/1/15,1,11.06569444,6889.559384
4/2/15,1,7.393194444,6692.817873
4/3/15,1,2.208680556,5963.551926
4/4/15,0.5,6.631979167,4601.372657
4/5/15,0.5,10.55753472,5144.107275
4/6/15,1,9.765590278,6301.920943
4/7/15,1,10.58232639,6688.042104
4/8/15,1,12.06211806,6601.000399
4/9/15,1,12.97756944,6488.473756
4/10/15,1,6.916631944,6008.278642
4/11/15,0.5,4.087326389,4756.208657
4/12/15,0.5,4.265729167,5043.872372
4/13/15,1,1.897777778,6677.814701
4/14/15,1,0.318263889,6707.010371
4/15/15,1,1.584340278,6910.431668
4/16/15,1,3.543333333,6905.331063
4/17/15,1,2.122986111,6445.146207
4/18/15,0.5,3.180694444,4687.11204
4/19/15,0.5,5.653402778,5038.362421
4/20/15,1,7.491840278,6160.798833
4/21/15,1,1.217152778,6612.585505
4/22/15,1,2.209236111,6816.588943
4/23/15,1,7.493159722,6444.60144
4/24/15,1,8.779236111,6442.903632
4/25/15,0.5,7.023958333,5282.310212
4/26/15,0.5,4.626215278,5527.117364
4/27/15,1,4.059340278,6709.106157
4/28/15,1,3.929756944,7012.112213
4/29/15,1,3.148784722,7158.345912
4/30/15,1,3.957534722,7106.685646
5/1/15,1,6.641180556,6560.270886
5/2/15,0.5,5.657291667,5315.601285
5/3/15,0.5,2.149444444,5458.057554
5/4/15,1,1.203298611,6899.463229
5/5/15,1,0,6646.952363
5/6/15,1,0.178229167,6570.110245
5/7/15,1,0.511944444,6793.176665
5/8/15,1,1.496319444,6491.994882
5/9/15,0.5,2.585138889,5324.812782
5/10/15,0.5,0,5786.437303
5/11/15,1,0.548090278,6967.153431
5/12/15,1,1.594375,6807.500703
5/13/15,1,0.503576389,6671.122388
5/14/15,1,1.632361111,6642.796465
5/15/15,1,1.239201389,5971.190374
5/16/15,0.5,0.045451389,3923.153529
5/17/15,0.5,0.188819444,4245.893996
5/18/15,0.5,2.442638889,4949.142557
5/19/15,0.5,0.819409722,4282.281677
5/20/15,0.5,0.698055556,4348.122181
5/21/15,0.5,1.978159722,4386.36174
5/22/15,0.5,0.916875,4239.403898
5/23/15,0.5,2.918368056,3422.478815
5/24/15,0.5,1.1115625,3754.611884
5/25/15,0.2,0,3826.424894
5/26/15,0.4875,0,4321.096445
5/27/15,0.5,0,5172.845815
5/28/15,0.5,0,5099.562934
5/29/15,0.5,0,4145.356537
5/30/15,0.5,0,2909.0421
5/31/15,0.5,1.624895833,3090.122497
6/1/15,0.5,5.772083333,4111.250017
6/2/15,0.5,6.315520833,3705.452868
6/3/15,0.5,3.418506944,3950.286402
6/4/15,0.5,1.823298611,3883.479236
6/5/15,0.5,1.057673611,4067.606735
6/6/15,0.5,0.405798611,3448.617233
6/7/15,0.5,0.730138889,2983.132807
6/8/15,0.5,0.491354167,3812.898428
6/9/15,0.5,0,3728.612044
6/10/15,0.5,0,3886.999966
6/11/15,0.5,0,4068.888125
6/12/15,0.5,0,4186.994802
6/13/15,0.5,0,3114.984467
6/14/15,0.5,0,3083.372292
6/15/15,0.5,0.933402778,4242.473824
6/16/15,0.5,0.273680556,3956.638202
6/17/15,0.5,0,4160.611641
6/18/15,0.5,0.100625,4058.005272
6/19/15,0.5,0,4324.255216
6/20/15,0.5,0.0115625,3172.138367
6/21/15,0.5,0,3122.984334
6/22/15,0.5,0,4440.744717
6/23/15,0.5,0,4336.004887
6/24/15,0.5,0,4563.994575
6/25/15,0.5,0,4413.505453
6/26/15,0.5,0,4247.000033
6/27/15,0.5,0.033715278,3191.882857
6/28/15,0.5,1.065347222,3446.37757
6/29/15,0.5,0.971770833,4083.244974
6/30/15,0.5,0,4022.489284
7/1/15,0.5,0,4001.127852
7/2/15,0.5,0,4180.015613
7/3/15,0.5,0,3718.617186
7/4/15,0.5,0,3160.000304
7/5/15,0.5,0,3619.69749
7/7/15,0.5,0,4305.52649
7/8/15,0.5,0,4438.483993
7/9/15,0.5,0,4493.260649
7/11/15,0.5,0,3291.127488
7/12/15,0.5,0,3556.531203
7/13/15,0.5,0,4500.601654
7/14/15,0.5,0,4246.856555
7/15/15,0.5,0,4568.505668
7/16/15,0.5,0,4236.005115
7/17/15,0.5,0,4473.978907
7/18/15,0.5,0,3186.260695
7/19/15,0.5,0,3569.479206
7/20/15,0.5,0,4561.903409
7/21/15,0.5,0,4485.611777
7/22/15,0.5,0,4676.596388
7/23/15,0.5,0,4469.255777
7/24/15,0.5,0,4758.424185
7/25/15,0.5,0,2871.903427
7/26/15,0.5,0,2893.734627
7/27/15,0.5,0,3887.877389
7/28/15,0.5,0,3825.260602
7/29/15,0.5,0,4243.208185
7/30/15,0.5,0,4343.133051
7/31/15,0.5,0,4160.127334
8/1/15,0.5,0,3115.398184
8/2/15,0.5,0,3468.320365
8/3/15,0.5,0,3999.578759
8/4/15,0.5,0,3415.12223
8/5/15,0.5,0,3643.45294
8/6/15,0.5,0,3570.286373
8/7/15,0.5,0,3768.463371
8/8/15,0.5,0,2860.041971
8/9/15,0.5,0,2671.622431
8/10/15,0.5,0,3841.10669
8/11/15,0.5,0,3731.403772
8/12/15,0.5,0,3866.335952
8/13/15,0.5,0,3868.297001
8/14/15,0.5,0,4232.725539
8/15/15,0.5,0,4223.372286
8/16/15,0.5,0,4108.026478
8/17/15,0.5,0,4915.817958
8/18/15,0.5,0,4790.356826
8/19/15,0.5,0,4642.632732
8/20/15,0.5,0,4683.494824
8/21/15,0.5,0,4443.515725
8/22/15,0.5,0,3282.750265
8/23/15,0.5,0,3312.877422
8/24/15,0.5,0,4298.744578
8/25/15,0.5,0,4296.596454
8/26/15,0.979166667,0,4617.403767
8/27/15,1,0,4506.755344
8/28/15,1,0,4364.382703
8/29/15,0.5,0,3283.494847
8/30/15,0.5,0,3317.898477
8/31/15,1,0,4483.228996
9/1/15,1,0,4600.968515
9/2/15,1,0,5202.622679
9/3/15,1,0,5296.973808
9/4/15,1,0,4885.052373
9/5/15,0.5,0.221215278,3871.117244
9/6/15,0.5,0,4007.749972
9/7/15,0.1,0,4510.606771
9/8/15,0.9625,0,5680.978929
9/9/15,1,0,5725.882915
9/10/15,1,0,5412.372135
9/11/15,1,0,4992.398846
9/12/15,0.5,0,3931.723907
9/13/15,0.5,0,3886.984634
9/14/15,1,0.157152778,5391.116942
9/15/15,1,0,5436.489124
9/16/15,1,0,5877.984478
9/17/15,1,0,5799.898573
9/18/15,1,0,5686.229135
9/19/15,0.5,0,5124.377709
9/20/15,0.5,0.012743056,5157.548797
9/21/15,1,0.883680556,5546.216954
9/22/15,1,0.579027778,5281.048703
9/23/15,1,0.820763889,5074.727112
9/24/15,1,0.288159722,5078.122663
9/25/15,1,0.652013889,4944.903458
9/26/15,0.5,2.029131944,3683.398502
9/27/15,0.5,2.420069444,4013.289198
9/28/15,1,0.510972222,5470.075486
9/29/15,1,0,5780.455741
9/30/15,1,0,5436.049026
10/1/15,1,1.52375,5257.409306
10/2/15,1,4.616423611,4911.046803
10/3/15,0.5,4.227916667,3945.218531
10/4/15,0.5,3.642256944,4331.916335
10/5/15,1,3.107430556,5186.349592
10/6/15,1,2.772951389,5057.643453
10/7/15,1,1.644305556,5237.887766
10/8/15,1,1.387673611,5102.085953
10/9/15,1,0.648194444,5027.301832
10/10/15,0.5,2.735729167,4064.606799
10/11/15,0.5,2.245451389,3944.015989
10/12/15,0.6,1.061319444,4472.085892
10/13/15,0.983333333,0.303645833,5334.505086
10/14/15,1,0.581597222,4930.718308
10/15/15,1,3.219583333,5173.292217
10/16/15,1,2.78625,4667.525861
10/17/15,0.5,5.990520833,3788.36416
10/18/15,0.5,11.12767361,4179.180246
10/19/15,1,10.63270833,5424.171501
10/20/15,1,2.42375,5606.343618
10/21/15,1,1.063090278,5259.138553
10/23/15,1,5.539930556,4534.095838
10/24/15,0.5,8.768055556,4105.458039
10/25/15,0.5,2.643090278,4049.755475
10/26/15,1,5.982256944,5297.426613
10/27/15,1,7.077951389,5405.744673
10/28/15,1,4.540034722,5359.51555
10/29/15,1,0.0271875,5452.276139
10/30/15,1,3.207083333,4961.70626
10/31/15,0.5,6.661006944,4392.947094
11/1/15,0.5,2.415677083,4559.867558
11/2/15,1,1.9596875,5156.383151
11/3/15,1,2.557291667,5110.510137
11/4/15,1,1.793020833,5195.622391
11/5/15,1,0.802430556,5534.479261
11/6/15,1,0,5033.84963
11/7/15,0.5,1.055590278,3912.330071
11/8/15,0.5,5.209756944,4150.728976
11/9/15,1,5.057673611,5429.958467
11/10/15,1,5.252013889,5349.781716
11/11/15,0.6,6.554618056,4787.989002
11/12/15,0.983333333,5.254861111,5207.643511
11/14/15,0.5,9.394965278,3936.708245
11/15/15,0.5,7.618333333,4214.98441
11/16/15,1,4.723854167,5664.617216
11/17/15,1,10.47760417,5624.856601
11/18/15,1,9.581006944,5640.249972
11/19/15,1,4.295451389,5519.919463
11/20/15,1,2.011493056,4886.148458
11/21/15,0.5,9.212604167,4018.973937
11/22/15,0.5,9.179756944,4176.718867
11/23/15,1,12.06180556,5351.739579
11/24/15,1,12.91184028,5002.158517
11/25/15,1,11.04753472,4490.648336
11/26/15,0.2,4.856145833,3746.041717
11/27/15,0.2,1.416944444,4056.585996
11/28/15,0.2,5.547777778,3712.336313
11/29/15,0.2,12.32635417,4084.97386
11/30/15,0.966666667,14.18465278,5484.473492
12/1/15,1,11.54100694,5720.495257
12/2/15,1,8.43,5736.596058
12/3/15,1,6.938576389,5967.138103
12/4/15,1,9.034097222,5676.398517
12/5/15,0.5,8.116041667,4911.554815
12/6/15,0.5,7.390486111,5150.361967
12/7/15,1,6.826354167,6272.770882
12/8/15,1,10.35385417,6269.820272
12/9/15,1,9.153298611,6161.317634
12/10/15,1,4.148611111,5492.015516
12/11/15,1,3.888263889,5580.510501
12/12/15,0.5,2.824618056,4508.317703
12/13/15,0.5,4.860277778,4517.197723
12/14/15,1,5.330277778,5222.856946
12/15/15,1,2.566979167,5294.760446
12/16/15,1,9.136458333,5231.572863
12/17/15,1,6.503159722,4597.547025
12/18/15,0.1,7.080486111,4191.861983
12/19/15,0.1,12.29895833,3780.887761
12/20/15,0.1,12.57496528,3431.270934
12/21/15,0.1,7.301944444,3936.393336
12/22/15,0.1,2.375868056,3469.387862
12/23/15,0.1,4.317465278,3334.101719
12/24/15,0,2.036111111,2801.69512
12/25/15,0,0.939027778,2504.000119
12/26/15,0,6.137743056,2352.137829
12/27/15,0,7.274340278,2223.362065
12/28/15,0,14.8040625,2621.606816
12/29/15,0,15.62215278,2774.882701
12/30/15,0,17.30784722,2821.249934
12/31/15,0,11.09861111,2976.994915
1/1/16,0,11.7721875,3002.984458
1/2/16,0,13.44451389,3050.372491
1/3/16,0,12.33819444,3000.398116
1/4/16,0.3,18.96961806,3993.172076
1/5/16,0.3,22.89614583,4412.127677
1/6/16,0.3,14.99527778,4310.382792
1/7/16,0.3,13.82899306,4210.239594
1/8/16,0.3,13.01947917,4093.510357
1/9/16,0.3,11.0025,3289.989581
1/10/16,0.3,4.857916667,3200.122324
1/11/16,0.3,14.22486111,4501.448249
1/12/16,0.3,15.8553125,4688.132511
1/13/16,0.3,18.26013889,4804.377817
1/14/16,0.3,18.66270833,4613.297996
1/15/16,0.3,13.58895833,4528.701258
1/16/16,0.3,11.62972222,3709.633449
1/17/16,0.3,14.30576389,3705.759763
1/18/16,0.1,18.64774306,3995.687708
1/19/16,0.291666667,21.74006944,5092.7706
1/20/16,0.3,18.36951389,4842.419685
1/21/16,0.3,17.94652778,4822.377205
1/22/16,0.3,18.82302083,4677.882975
1/23/16,0.3,18.8153125,3623.367075
1/24/16,0.3,16.87395833,3736.979148
1/25/16,0.970833333,14.59475694,5057.463812
1/26/16,1,9.117708333,5273.807324
1/27/16,1,9.892916667,5429.543952
1/28/16,1,13.20159722,5369.781189
1/29/16,1,12.33979167,4920.323081
1/30/16,0.5,12.34201389,3774.973917
1/31/16,0.5,6.818888889,3927.346042
2/2/16,1,8.486805556,5176.020809
2/3/16,1,6.270277778,4972.127565
2/4/16,1,2.814027778,5194.371987
2/5/16,1,15.00833333,5172.999957
2/6/16,0.5,16.44118056,4069.091532
2/7/16,0.5,12.15385417,4147.659026
2/8/16,1,19.13052083,5184.091002
2/9/16,1,19.02861111,5337.748955
2/10/16,1,15.78434028,5316.107198
2/11/16,1,20.08888889,5330.36582
2/12/16,1,23.3296875,4953.207762
2/13/16,0.5,24.288125,3859.458061
2/14/16,0.5,31.54659722,4057.234427
2/15/16,0.6,23.87006944,4704.825476
2/16/16,0.983333333,6.476736111,5531.918338
2/17/16,1,10.85791667,5589.765983
2/18/16,1,15.68149306,5462.632498
2/19/16,1,15.57100694,5211.504588
2/20/16,0.5,5.729756944,3987.17003
2/21/16,0.5,5.528229167,3905.345761
2/22/16,1,11.36569444,4928.830403
2/23/16,1,14.32072917,5424.500311
2/24/16,1,9.251076389,5387.669304
2/25/16,1,2.584201389,5343.350897
2/26/16,1,13.45746528,5341.990359
2/27/16,0.5,15.56086806,4378.978036
2/28/16,0.5,6.778020833,4296.118325
2/29/16,1,4.981180556,5599.488813
3/1/16,1,9.417291667,5662.180249
3/2/16,1,10.13861111,5105.814716
3/3/16,1,17.30944444,5361.516002
3/4/16,1,17.19357639,5006.06265
3/5/16,0.5,15.0475,4230.585889
3/6/16,0.5,12.64243056,4536.218768
3/7/16,1,9.317743056,5475.601331
3/8/16,1,7.779479167,5394.521276
3/9/16,1,2.728472222,5599.978654
3/10/16,1,0.2246875,5579.950917
3/11/16,1,5.168402778,4907.791703
3/12/16,0.4,6.246875,3911.015725
3/13/16,0.4,2.601086957,3538.245313
3/14/16,0.4,9.95625,4099.004851
3/15/16,0.4,8.633611111,4108.362175
3/16/16,0.4,7.288541667,3946.908705
3/17/16,0.4,5.283819444,3915.994843
3/18/16,0.4,7.656527778,4028.005526
3/19/16,0.4,12.55125,3558.457872
3/20/16,0.4,15.10583333,3735.382999
3/21/16,0.975,13.00746528,4985.926657
3/22/16,1,10.25038194,5565.972671
3/23/16,1,5.184131944,5398.107564
3/24/16,1,11.03822917,5446.023036
3/25/16,1,9.560868056,5092.179797
3/26/16,0.5,10.67927083,3736.618318
3/27/16,0.5,10.8565625,4007.68336
3/28/16,1,9.884548611,5487.472615
3/29/16,1,7.554305556,5631.282013
3/30/16,1,7.726805556,5559.786187
3/31/16,1,2.2690625,5552.788546
4/1/16,1,0,5373.867631
4/2/16,0.5,5.678506944,4135.723806
4/3/16,0.5,13.79291667,4392.706894
4/4/16,1,18.19125,5611.476258
4/5/16,1,15.78100694,5482.890907
4/6/16,1,12.83704861,5591.896816
4/7/16,1,3.845590278,5491.264708
4/8/16,1,6.731354167,5042.782104
4/9/16,0.5,10.76256944,3962.125913
4/10/16,0.5,10.1025,4055.454603
4/11/16,1,4.511284722,5360.895741
4/12/16,1,3.116041667,5421.111652
4/13/16,1,7.958715278,5395.248995
4/14/16,1,8.466979167,5389.372555
4/15/16,1,6.379375,5186.026634
4/16/16,0.5,6.312604167,4317.620856
4/17/16,0.5,4.556041667,4255.989853
4/18/16,1,3.644826389,5519.827996
4/19/16,1,4.918576389,5637.7711
4/20/16,1,4.969375,5672.621519
4/21/16,1,2.929826389,5614.827717
4/22/16,1,0,5665.229347
4/23/16,0.5,0.621701389,4710.665099
4/24/16,0.5,5.201180556,4903.672542
4/25/16,1,3.372395833,5810.852283
4/26/16,1,9.311354167,6041.96861
4/27/16,1,5.4809375,6153.259889
4/28/16,1,5.194965278,6036.620006
4/29/16,1,6.000555556,5621.162122
4/30/16,0.5,4.048715278,4719.59516
5/1/16,0.5,5.870277778,4826.988843
5/2/16,1,6.619965278,5866.419484
5/3/16,1,6.150520833,5726.39045
5/4/16,1,7.108229167,5778.697591
5/5/16,1,7.845694444,5525.697378
5/6/16,1,5.524583333,5118.390626
5/7/16,0.5,5.928020833,4135.623688
5/8/16,0.5,2.777083333,4071.316438
5/9/16,1,2.567743056,5403.59532
5/10/16,1,2.437638889,5418.91537
5/11/16,1,0.686805556,5645.144158
5/12/16,1,0.306041667,5583.841332
5/13/16,1,0.367986111,5015.993537
5/14/16,0.5,0.020243056,3392.619648
5/15/16,0.5,2.709444444,3419.232212
5/16/16,0.5,4.834652778,4306.764616
5/17/16,0.5,1.312291667,3708.897627
5/18/16,0.5,0.888715278,3551.746343
5/19/16,0.5,1.109027778,3416.894322
5/20/16,0.5,1.144027778,3392.126721
5/21/16,0.5,0.332916667,2609.750221
5/22/16,0.5,0.523368056,2592.623182
5/23/16,0.5,0.959583333,3530.000258
5/24/16,0.5,1.866006944,3355.25702
5/25/16,0.5,0.812361111,3893.196998
5/26/16,0.5,0,4177.027435
5/27/16,0.5,0,3664.402278
5/28/16,0.5,0,2617.119535
5/29/16,0.5,0.681631944,2605.377014
5/30/16,0.2,0.997256944,2830.369765
5/31/16,0.4875,0,3755.996172
6/1/16,0.5,0.0140625,3794.725552
6/2/16,0.5,0.580104167,3730.267677
6/3/16,0.5,0.004548611,3740.988858
6/4/16,0.5,0,2976.616785
6/5/16,0.5,0,2857.890759
6/6/16,0.5,0,3913.46833
6/7/16,0.5,0,3861.777873
6/8/16,0.5,0.064861111,3772.264136
6/9/16,0.5,0.704722222,3679.492967
6/10/16,0.5,0.544895833,3644.134176
6/11/16,0.5,0.194027778,2725.86631
