date,heating degrees,occupancy,steam-LBS
2/3/14,14.50131944,1,42280.72917
2/4/14,16.3396875,1,41114.60286
2/5/14,16.55034722,1,42330.98307
2/6/14,19.79878472,1,48187.03125
2/7/14,19.33003472,1,49611.69922
2/8/14,19.36965278,0.5,47503.82813
2/9/14,18.10538194,0.5,46415.32552
2/10/14,19.54305556,1,51283.89453
2/11/14,22.17631944,1,55359.98568
2/12/14,22.25111111,1,54745.88542
2/13/14,16.179375,1,48202.75391
2/14/14,14.23940972,1,43785.84635
2/15/14,15.36177083,0.5,41959.41406
2/16/14,17.66965278,0.5,47658.39193
2/17/14,20.74326389,1,55828.96484
2/18/14,19.17590278,1,52079.16016
2/19/14,15.64274306,1,41972.22656
2/20/14,10.13486111,1,32245.72917
2/21/14,11.66173611,1,36831.73828
2/22/14,8.296388889,0.5,28066.13281
2/23/14,7.072881944,0.5,26560.26693
2/24/14,14.21256944,1,37968.26172
2/25/14,19.39708333,1,46016.26302
2/26/14,20.56517361,1,49412.92318
2/27/14,21.53006944,1,48285.70964
3/2/14,13.61420139,0.5,45436.81369
3/3/14,20.85201389,1,48603.31151
3/4/14,20.65472222,1,49731.36719
3/5/14,19.30236111,1,50081.9987
3/6/14,21.2053125,1,48881.96615
3/7/14,17.02868056,1,41072.1875
3/8/14,10.13239583,0.5,27190.67708
3/9/14,13.30351449,0.5,31498.63281
3/10/14,12.44767361,1,33953.59766
3/11/14,6.555590278,1,25348.58984
3/12/14,8.641388889,1,26217.39583
3/13/14,20.06427083,1,52073.66536
3/14/14,17.42527778,1,45411.32161
3/15/14,7.648298611,0.5,24763.51563
3/16/14,15.3853125,0.4,36633.02083
3/17/14,19.72923611,0.4,49752.9362
3/18/14,16.85284722,0.4,44015.65755
3/19/14,13.58611111,0.4,34655.625
3/20/14,9.012569444,0.4,29461.29557
3/21/14,11.3015625,0.4,34538.78906
3/22/14,9.780486111,0.4,25899.59635
3/23/14,12.4825,0.4,30015.42318
3/24/14,19.26434028,0.975,45803.45182
3/25/14,15.81642361,1,36826.91276
3/26/14,15.65239583,1,44567.4349
3/27/14,14.73541667,1,45122.51345
3/28/14,6.761736111,1,28789.62847
3/29/14,7.285972222,0.5,25441.77734
3/30/14,10.7225,0.5,30957.34375
3/31/14,12.1340625,1,38966.60807
4/1/14,9.003958333,1,30978.9974
4/2/14,7.900625,1,29282.39583
4/3/14,8.051597222,1,29400.99089
4/4/14,10.08420139,1,28189.89453
4/5/14,8.731180556,0.5,24893.13151
4/6/14,7.285208333,0.5,19546.26302
4/7/14,4.398125,1,18553.11198
4/8/14,3.262465278,1,15658.5026
4/9/14,5.586909722,1,19318.95833
4/10/14,5.647118056,1,18073.99089
4/11/14,1.593402778,1,11694.4401
4/12/14,1.943020833,0.5,11607.03125
4/13/14,2.631111111,0.5,13334.25781
4/14/14,0.7159375,1,7167.610677
4/15/14,0.589131944,1,10268.80208
4/16/14,12.04180556,1,29136.30859
4/17/14,13.01767361,1,29960.51432
4/18/14,11.77069444,1,29085.15625
4/19/14,5.252291667,0.5,15500.35807
4/20/14,7.342673611,0.5,19369.98351
4/21/14,4.106111111,1,13321.5803
4/22/14,1.9290625,1,8327.095052
4/23/14,3.945,1,19917.23307
4/24/14,5.351701389,1,19831.40625
4/25/14,3.717326389,1,15298.85417
4/26/14,7.713854167,0.5,21188.9375
4/27/14,7.748229167,0.5,19964.2474
4/28/14,5.823194444,1,18290.16102
4/29/14,9.068194444,1,27119.84115
5/2/14,0.900208333,1,9345.331163
5/3/14,1.032256944,0.5,8367.604167
5/4/14,1.794305556,0.5,10702.5651
5/5/14,1.867638889,1,8757.389323
5/6/14,2.53875,1,8710.826823
5/7/14,2.143715278,1,8111.5625
5/8/14,1.239201389,1,7040.364583
5/9/14,1.881319444,1,8371.09375
5/10/14,0,0.5,6291.979167
5/11/14,0,0.5,6286.71875
5/12/14,0,1,6390.729167
5/13/14,4.829756944,1,11317.40885
5/14/14,2.338402778,1,8347.851563
5/15/14,0,1,6518.91276
5/16/14,0,1,6196.608073
5/17/14,0,0.5,5951.679688
5/18/14,0.905381944,0.5,5970.976563
5/19/14,1.379097222,0.5,6354.166667
5/20/14,1.093020833,0.5,6262.178385
5/21/14,0.76125,0.5,6210.46224
5/22/14,1.043055556,0.5,6621.109375
5/23/14,1.861076389,0.5,6569.635417
5/24/14,1.893090278,0.5,6438.44401
5/25/14,1.189131944,0.5,6175.403646
5/26/14,0.353680556,0.2,5873.99566
5/27/14,1.972534722,0.4875,6773.406684
5/28/14,5.987361111,0.5,14254.90885
5/29/14,3.309375,0.5,9729.986979
5/30/14,1.822638889,0.5,2522.395833
5/31/14,1.977604167,0.5,37.5
6/1/14,1.289479167,0.5,21.875
6/2/14,0.169791667,0.5,21.875
6/3/14,0,0.5,18.75
6/4/14,0.200868056,0.5,37.5
6/5/14,0.073229167,0.5,43.75
6/6/14,0.283090278,0.5,37.5
6/7/14,0.000625,0.5,18.75
6/8/14,0,0.5,43.75
6/9/14,0,0.5,18.75
6/10/14,0,0.5,0
6/11/14,0.028506944,0.5,37.5
6/12/14,0,0.5,21.875
6/13/14,0,0.5,40.625
6/14/14,0,0.5,18.75
6/15/14,0.076006944,0.5,0
6/16/14,0,0.5,18.75
6/17/14,0,0.5,30.26041666
6/18/14,0,0.5,32.23958334
6/19/14,0,0.5,18.75
6/20/14,0,0.5,18.75
6/21/14,0.263506944,0.5,21.875
6/22/14,0.061388889,0.5,21.875
6/23/14,0.006388889,0.5,18.75
6/24/14,0,0.5,18.75
6/25/14,0,0.5,18.75
6/26/14,0,0.5,21.875
6/27/14,0,0.5,0
6/28/14,0,0.5,21.875
6/29/14,0,0.5,18.75
7/2/14,0,0.5,21.875
7/3/14,0,0.5,21.875
7/4/14,0,0.5,0
7/5/14,0.028819444,0.5,18.75
7/6/14,0,0.5,18.75
7/7/14,0,0.5,0
7/8/14,0,0.5,18.75
7/9/14,0,0.5,21.875
7/10/14,0,0.5,21.875
7/11/14,0,0.5,18.75
7/12/14,0,0.5,0
7/13/14,0,0.5,18.75
7/14/14,0,0.5,0
7/15/14,0,0.5,18.75
7/16/14,0,0.5,21.875
7/17/14,0,0.5,21.875
7/18/14,0,0.5,18.75
7/19/14,0,0.5,18.75
7/20/14,0,0.5,0
7/21/14,0,0.5,0
7/22/14,0,0.5,18.75
7/23/14,0,0.5,21.875
7/24/14,0,0.5,0
7/25/14,0,0.5,21.875
7/26/14,0,0.5,18.75
7/27/14,0,0.5,18.75
7/28/14,0,0.5,0
7/29/14,0,0.5,18.75
7/30/14,0,0.5,0
7/31/14,0,0.5,21.875
8/1/14,0,0.5,0
8/2/14,0,0.5,21.875
8/3/14,0,0.5,0
8/4/14,0,0.5,18.75
8/5/14,0,0.5,0
8/6/14,0,0.5,18.75
8/7/14,0,0.5,18.75
8/8/14,0,0.5,0
8/9/14,0,0.5,0
8/10/14,0,0.5,21.875
8/11/14,0,0.5,0
8/12/14,0,0.5,0
8/13/14,0,0.5,21.875
8/14/14,0,0.5,0
8/15/14,0,0.5,0
8/16/14,0,0.5,18.75
8/17/14,0,0.5,0
8/18/14,0,0.5,0
8/19/14,0.150069444,0.5,18.75
8/20/14,0,0.5,0
8/21/14,0,0.5,18.75
8/22/14,0,0.5,0
8/23/14,0,0.5,21.875
8/24/14,0,0.5,0
8/25/14,0,0.5,0
8/26/14,0,0.5,21.875
8/27/14,0,0.5,0
8/28/14,0,0.5,0
8/29/14,0.006701389,0.5,0
8/30/14,0.007083333,0.5,0
9/2/14,0,0.9625,0
9/3/14,0,1,18.75
9/4/14,0,1,0
9/5/14,0,1,0
9/6/14,0,0.5,18.75
9/7/14,0,0.5,0
9/8/14,0.009583333,1,21.875
9/9/14,0,1,0
9/10/14,0,1,21.875
9/11/14,0,1,0
9/12/14,0.073923611,1,18.75
9/13/14,1.141076389,0.5,0
9/14/14,1.3046875,0.5,0
9/15/14,2.242604167,1,0
9/16/14,0.6075,1,0
9/17/14,0.858125,1,1191.197917
9/18/14,1.187743056,1,5176.197917
9/19/14,3.783090278,1,8808.020833
9/20/14,2.253090278,0.5,4759.739583
9/21/14,0,0.5,4703.489583
9/22/14,0.355069444,1,4949.0625
9/23/14,2.02375,1,6892.859375
9/24/14,0.937951389,1,6986.619792
9/25/14,1.153993056,1,7925.885417
9/26/14,0.867256944,1,7430.364583
9/27/14,0.119618056,0.5,4577.604167
9/28/14,0,0.5,4603.854167
9/29/14,0.084618056,1,4803.541667
9/30/14,1.353854167,1,10079.05599
10/1/14,1.035173611,1,12295.21484
10/2/14,2.271944444,1,14129.16667
10/3/14,3.4146875,1,14984.47917
10/4/14,1.075416667,0.5,5637.871094
10/5/14,2.192118056,0.5,12471.55599
10/6/14,3.012638889,1,13586.71875
10/7/14,0.304444444,1,6384.21875
10/8/14,0,1,7857.395833
10/9/14,1.312013889,1,12435.67708
10/10/14,2.108611111,1,12808.17708
10/11/14,5.576597222,0.5,12516.57552
10/12/14,4.271284722,0.5,13569.83073
10/13/14,3.0190625,0.6,14468.90625
10/14/14,0,0.983333333,6419.46875
10/15/14,0,1,5934.697917
10/16/14,0,1,4755.989583
10/17/14,0,1,6408.020833
10/18/14,0.067847222,0.5,4421.875
10/19/14,4.394513889,0.5,15085.88542
10/20/14,6.078020833,1,18298.85417
10/21/14,1.887430556,1,12593.07292
10/22/14,4.106041667,1,16923.28125
10/23/14,4.105833333,1,17705.48177
10/24/14,4.603020833,1,17673.47656
10/25/14,2.809861111,0.5,5812.864583
10/26/14,2.972118056,0.5,13775.41406
10/27/14,3.518472222,1,15110.0612
10/28/14,3.287013889,1,15206.76432
10/29/14,1.693402778,1,8246.822917
10/30/14,4.483159722,1,16462.44141
11/2/14,11.13409722,0.5,33695.48611
11/3/14,8.209340278,1,27004.23785
11/4/14,3.766631944,1,18080.52083
11/5/14,1.597361111,1,11435.52083
11/6/14,5.621284722,1,21534.32292
11/7/14,7.873159722,1,27543.43099
11/8/14,9.676145833,0.5,23522.55859
11/9/14,6.252534722,0.5,19421.66667
11/10/14,5.803090278,1,21608.33333
11/11/14,3.325069444,1,16020.58594
11/12/14,2.568229167,1,15158.67274
11/13/14,8.221215278,1,22696.57465
11/14/14,12.15038194,1,30925.83984
11/15/14,14.00107639,0.5,16050.04557
11/16/14,12.45600694,0.5,26488.64583
11/17/14,9.990902778,1,33329.80469
11/18/14,13.40892361,1,40395.75781
11/19/14,16.36715278,1,43337.14583
11/20/14,11.80604167,1,35376.35417
11/21/14,15.93618056,1,43829.90885
11/22/14,13.58065972,0.5,18003.28125
11/23/14,5.106354167,0.5,21099.46615
11/24/14,1.65625,1,16105.32552
11/25/14,1.422465278,1,17941.54948
11/26/14,10.92128472,1,38390.23438
11/27/14,13.87899306,0.2,40431.46094
11/28/14,15.87,0.2,45278.38932
11/29/14,16.42572917,0.2,26470.02604
11/30/14,5.968159722,0.2,22026.34766
12/1/14,3.658229167,0.966666667,23890.42969
12/2/14,12.63652778,1,43269.92839
12/3/14,8.525694444,1,31730.89193
12/4/14,12.10381944,1,40874.6875
12/5/14,13.30159722,1,40969.6875
12/6/14,10.80625,0.5,24532.40885
12/7/14,14.95329861,0.5,40859.5638
12/8/14,20.71076389,1,61795.29297
12/9/14,10.02420139,1,39267.27865
12/10/14,10.67041667,1,46932.33724
12/11/14,13.55649306,1,48948.39844
12/12/14,13.85159722,1,44962.59766
12/13/14,12.90982639,0.5,27561.66016
12/14/14,12.23298611,0.5,35707.23958
12/15/14,12.43701389,1,44739.44661
12/16/14,10.85715278,1,36764.66797
12/17/14,8.5428125,1,32061.67318
12/18/14,10.83114583,0.2,35664.04948
12/19/14,14.04670139,0.2,43378.32682
12/20/14,15.55065217,0.2,28677.67578
2/3/15,21.57818333,1,62517.83203
2/5/15,18.80788194,1,53993.25342
2/6/15,25.41510417,1,65346.04792
2/7/15,19.01666667,0.5,49246.41795
2/8/15,20.88309028,0.5,54761.56759
2/9/15,23.97361111,1,66498.67258
2/10/15,19.90444444,1,57099.00254
2/11/15,21.58395833,1,57997.33003
2/12/15,20.36520833,1,54123.0025
2/13/15,25.406875,1,65744.25451
2/14/15,23.30083333,0.5,55924.12893
2/15/15,25.05048611,0.5,63430.32644
2/16/15,27.88409722,0.6,70504.67516
2/17/15,23.48340278,0.983333333,62041.62418
2/18/15,18.86527778,1,53021.66927
2/19/15,20.65211806,1,55599.61074
2/20/15,26.36902778,1,70027.71428
2/21/15,20.65159722,0.5,53134.71339
2/22/15,13.37256944,0.5,42378.32688
2/23/15,20.84604167,1,60721.63253
2/24/15,26.46100694,1,71813.07495
2/25/15,18.61996528,1,60121.26541
2/26/15,21.42548611,1,58451.99375
2/27/15,21.04256944,1,53230.95835
2/28/15,20.66746528,0.5,47597.75351
3/1/15,19.3709375,0.5,46727.6669
3/2/15,15.73534722,1,44859.31464
3/3/15,18.00461806,1,46951.32534
3/4/15,10.67465278,1,35469.95015
3/5/15,16.37972222,1,46006.74438
3/6/15,22.00104167,1,52086.60461
3/7/15,16.59809028,0.5,39608.02572
3/8/15,13.48699275,0.5,35609.04073
3/9/15,10.80277778,1,34314.93571
3/10/15,8.585138889,1,28546.38753
3/11/15,5.398298611,1,23320.63375
3/12/15,12.65888889,1,35103.98295
3/13/15,14.66354167,1,34620.67546
3/14/15,12.88197917,0.4,31626.95516
3/15/15,13.06256944,0.4,33698.3745
3/16/15,12.40378472,0.4,35440.04021
3/17/15,10.82722222,0.4,33448.37511
3/18/15,18.17440972,0.4,45204.37249
3/19/15,18.15829861,0.4,44582.33582
3/20/15,17.03631944,0.4,41793.90747
3/21/15,13.97586806,0.4,33000.37516
3/22/15,15.9634375,0.495833333,40363.97054
3/23/15,18.99236111,1,46293.37524
3/24/15,15.62770833,1,41240.27873
3/25/15,10.99697917,1,33460.39001
3/26/15,6.674722222,1,21867.65645
3/27/15,9.718645833,1,27085.34017
3/28/15,13.26315972,0.5,31388.67015
3/29/15,13.49368056,0.5,28193.99766
3/30/15,11.52017361,1,32066.36312
3/31/15,8.781736111,1,25195.62077
4/1/15,11.06569444,1,26807.39827
4/2/15,7.393194444,1,22244.98047
4/3/15,2.208680556,1,15999.62301
4/4/15,6.631979167,0.5,18347.66934
4/5/15,10.55753472,0.5,23096.69122
4/6/15,9.765590278,1,23703.97502
4/7/15,10.58232639,1,26829.04989
4/8/15,12.06211806,1,31205.9707
4/9/15,12.97756944,1,36243.98128
4/10/15,6.916631944,1,21612.38525
4/11/15,4.087326389,0.5,16451.66992
4/12/15,4.265729167,0.5,14699.28426
4/13/15,1.897777778,1,12779.41772
4/14/15,0.318263889,1,12313.5673
4/15/15,1.584340278,1,13183.37524
4/16/15,3.543333333,1,15942.35352
4/17/15,2.122986111,1,13456.64063
4/18/15,3.180694444,0.5,6243.67513
4/19/15,5.653402778,0.5,15596.30575
4/20/15,7.491840278,1,23825.95337
4/21/15,1.217152778,1,12208.02083
4/22/15,2.209236111,1,10504.27165
4/23/15,7.493159722,1,18965.72184
4/24/15,8.779236111,1,23525.9611
4/25/15,7.023958333,0.5,18001.39893
4/26/15,4.626215278,0.5,15612.64323
4/27/15,4.059340278,1,16618.01351
4/28/15,3.929756944,1,16457.91504
4/29/15,3.148784722,1,14385.08301
4/30/15,3.957534722,1,16035.33529
5/1/15,6.641180556,1,19715.58431
5/2/15,5.657291667,0.5,15941.35986
5/3/15,2.149444444,0.5,9466.686198
5/4/15,1.203298611,1,6235.013021
5/5/15,0,1,4362.97526
5/6/15,0.178229167,1,5655.032552
5/7/15,0.511944444,1,5946.002604
5/8/15,1.496319444,1,9347.627767
5/9/15,2.585138889,0.5,6794.396973
5/10/15,0,0.5,3771.330566
5/11/15,0.548090278,1,6369.958496
5/12/15,1.594375,1,6532.35026
5/13/15,0.503576389,1,6536.599121
5/14/15,1.632361111,1,8702.758789
5/15/15,1.239201389,1,8185.951335
5/16/15,0.045451389,0.5,5856.621908
5/17/15,0.188819444,0.5,5965.332031
5/18/15,2.442638889,0.5,13746.72119
5/19/15,0.819409722,0.5,9642.66276
5/20/15,0.698055556,0.5,9533.977865
5/21/15,1.978159722,0.5,8717.411296
5/22/15,0.916875,0.5,6125.993652
5/23/15,2.918368056,0.5,10078.9974
5/24/15,1.1115625,0.5,5286.234538
5/25/15,0,0.2,4450.412598
5/26/15,0,0.4875,3754.954427
5/27/15,0,0.5,3806.734212
5/28/15,0,0.5,3852.959798
5/29/15,0,0.5,2149.667969
5/30/15,0,0.5,39.84375
5/31/15,1.624895833,0.5,0
6/1/15,5.772083333,0.5,20.3125
6/2/15,6.315520833,0.5,179.6875
6/3/15,3.418506944,0.5,0
6/4/15,1.823298611,0.5,20.3125
6/5/15,1.057673611,0.5,19.921875
6/6/15,0.405798611,0.5,0
6/7/15,0.730138889,0.5,0
6/8/15,0.491354167,0.5,19.921875
6/9/15,0,0.5,0
6/10/15,0,0.5,0
6/11/15,0,0.5,0
6/12/15,0,0.5,19.921875
6/13/15,0,0.5,0
6/14/15,0,0.5,0
6/15/15,0.933402778,0.5,19.921875
6/16/15,0.273680556,0.5,0
6/17/15,0,0.5,0
6/18/15,0.100625,0.5,0
6/19/15,0,0.5,0
6/20/15,0.0115625,0.5,20.3125
6/21/15,0,0.5,0
6/22/15,0,0.5,0
6/23/15,0,0.5,0
6/24/15,0,0.5,0
6/25/15,0,0.5,0
6/26/15,0,0.5,19.921875
6/27/15,0.033715278,0.5,0
6/28/15,1.065347222,0.5,0
6/29/15,0.971770833,0.5,0
6/30/15,0,0.5,0
7/1/15,0,0.5,0
7/2/15,0,0.5,0
7/3/15,0,0.5,19.921875
7/4/15,0,0.5,0
7/5/15,0,0.5,0
7/6/15,0,0.5,0
7/7/15,0,0.5,0
7/8/15,0,0.5,0
7/9/15,0,0.5,0
7/10/15,0,0.5,0
7/11/15,0,0.5,0
7/12/15,0,0.5,0
7/13/15,0,0.5,0
7/14/15,0,0.5,0
7/15/15,0,0.5,0
7/16/15,0,0.5,0
7/17/15,0,0.5,0
7/18/15,0,0.5,0
7/19/15,0,0.5,0
7/20/15,0,0.5,0
7/21/15,0,0.5,0
7/22/15,0,0.5,0
7/23/15,0,0.5,0
7/24/15,0,0.5,0
7/25/15,0,0.5,0
7/26/15,0,0.5,0
7/27/15,0,0.5,0
7/28/15,0,0.5,0
7/29/15,0,0.5,0
7/30/15,0,0.5,0
7/31/15,0,0.5,0
8/1/15,0,0.5,0
8/2/15,0,0.5,0
8/3/15,0,0.5,0
8/4/15,0,0.5,0
8/5/15,0,0.5,0
8/6/15,0,0.5,0
8/7/15,0,0.5,0
8/8/15,0,0.5,0
8/9/15,0,0.5,0
8/10/15,0,0.5,0
8/11/15,0,0.5,0
8/12/15,0,0.5,0
8/13/15,0,0.5,0
8/14/15,0,0.5,0
8/15/15,0,0.5,0
8/16/15,0,0.5,0
8/17/15,0,0.5,0
8/18/15,0,0.5,0
8/19/15,0,0.5,0
8/20/15,0,0.5,0
8/21/15,0,0.5,0
8/22/15,0,0.5,0
8/23/15,0,0.5,0
8/24/15,0,0.5,0
8/25/15,0,0.5,0
8/26/15,0,0.979166667,0
8/27/15,0,1,0
8/28/15,0,1,0
8/29/15,0,0.5,0
8/30/15,0,0.5,0
8/31/15,0,1,0
9/1/15,0,1,0
9/2/15,0,1,0
9/3/15,0,1,0
9/4/15,0,1,0
9/5/15,0.221215278,0.5,0
9/6/15,0,0.5,0
9/7/15,0,0.1,0
9/8/15,0,0.9625,0
9/9/15,0,1,0
9/10/15,0,1,0
9/11/15,0,1,2180.048014
9/12/15,0,0.5,3077.614746
9/13/15,0,0.5,2855.052083
9/14/15,0.157152778,1,2785.585938
9/15/15,0,1,3684.335938
9/16/15,0,1,3667.695313
9/17/15,0,1,3732.330729
9/18/15,0,1,3671.666667
9/19/15,0,0.5,3698.984375
9/20/15,0.012743056,0.5,3592.005208
9/21/15,0.883680556,1,3682.391764
9/22/15,0.579027778,1,5694.326003
9/23/15,0.820763889,1,4828.024665
9/24/15,0.288159722,1,6363.278402
9/25/15,0.652013889,1,4489.300944
9/26/15,2.029131944,0.5,4814.377441
9/27/15,2.420069444,0.5,4924.628906
9/28/15,0.510972222,1,5268.662923
9/29/15,0,1,5025.666504
9/30/15,0,1,5278.001302
10/1/15,1.52375,1,10403.04036
10/2/15,4.616423611,1,16437.29167
10/3/15,4.227916667,0.5,18342.30225
10/4/15,3.642256944,0.5,15164.01693
10/5/15,3.107430556,1,13488.36833
10/6/15,2.772951389,1,10652.03125
10/7/15,1.644305556,1,8718.680827
10/8/15,1.387673611,1,9668.61735
10/9/15,0.648194444,1,5741.328125
10/10/15,2.735729167,0.5,10403.34635
10/11/15,2.245451389,0.5,4420.013021
10/12/15,1.061319444,0.6,6740.644531
10/13/15,0.303645833,0.983333333,6492.35026
10/14/15,0.581597222,1,5890.705566
10/15/15,3.219583333,1,9383.591309
10/16/15,2.78625,1,9654.355469
10/17/15,5.990520833,0.5,10241.97917
10/18/15,11.12767361,0.5,4524.348958
10/19/15,10.63270833,1,22664.375
10/20/15,2.42375,1,16336.57959
10/21/15,1.063090278,1,16037.74984
10/22/15,0.542534722,1,7495.292969
10/23/15,5.539930556,1,17678.25846
10/24/15,8.768055556,0.5,19515.95459
10/25/15,2.643090278,0.5,14475.07406
10/26/15,5.982256944,1,22236.25326
10/27/15,7.077951389,1,20425.00407
10/28/15,4.540034722,1,18599.72575
10/29/15,0.0271875,1,5334.287788
10/30/15,3.207083333,1,18023.61993
10/31/15,6.661006944,0.5,20901.11165
11/1/15,2.415677083,0.5,15910.63558
11/2/15,1.9596875,1,14825.37028
11/3/15,2.557291667,1,10808.97217
11/4/15,1.793020833,1,14482.00195
11/5/15,0.802430556,1,7093.632813
11/6/15,0,1,4702.282715
11/7/15,1.055590278,0.5,10222.39502
11/8/15,5.209756944,0.5,18662.09554
11/9/15,5.057673611,1,20477.9362
11/10/15,5.252013889,1,19949.646
11/11/15,6.554618056,0.6,24314.00716
11/12/15,5.254861111,0.983333333,21995.70638
11/13/15,3.386354167,1,20645.63151
11/14/15,9.394965278,0.5,28159.32292
11/15/15,7.618333333,0.5,23782.69531
11/16/15,4.723854167,1,23286.28255
11/17/15,10.47760417,1,34475.37109
11/18/15,9.581006944,1,31049.34652
11/19/15,4.295451389,1,21600.67301
11/20/15,2.011493056,1,20151.91162
11/21/15,9.212604167,0.5,29790.09359
11/22/15,9.179756944,0.5,28590.66406
11/23/15,12.06180556,1,35568.98438
11/24/15,12.91184028,1,30444.71598
11/25/15,11.04753472,1,29350.95459
11/26/15,4.856145833,0.2,19920.24902
11/27/15,1.416944444,0.2,14115.72754
11/28/15,5.547777778,0.2,21515.00895
11/29/15,12.32635417,0.2,29537.29574
11/30/15,14.18465278,0.966666667,35755.0651
12/1/15,11.54100694,1,30961.61214
12/2/15,8.43,1,25786.00545
12/3/15,6.938576389,1,23843.03345
12/4/15,9.034097222,1,26614.63216
12/5/15,8.116041667,0.5,24313.70443
12/6/15,7.390486111,0.5,23244.6051
12/7/15,6.826354167,1,23860.33061
12/8/15,10.35385417,1,29479.98593
12/9/15,9.153298611,1,25479.75935
12/10/15,4.148611111,1,18970.25146
12/11/15,3.888263889,1,18626.04736
12/12/15,2.824618056,0.5,17437.67904
12/13/15,4.860277778,0.5,19510.64453
12/14/15,5.330277778,1,21022.96631
12/15/15,2.566979167,1,17209.67122
12/16/15,9.136458333,1,28841.71136
12/17/15,6.503159722,1,22694.97403
12/18/15,7.080486111,0.1,25463.68856
12/19/15,12.29895833,0.1,34407.28556
12/20/15,12.57496528,0.1,32126.39506
12/21/15,7.301944444,0.1,26873.28186
12/22/15,2.375868056,0.1,18190.99989
12/23/15,4.317465278,0.1,20310.36079
12/24/15,2.036111111,0,12512.34049
12/25/15,0.939027778,0,14546.66667
12/26/15,6.137743056,0,21938.9624
12/27/15,7.274340278,0,23856.38184
12/28/15,14.8040625,0,39972.97987
12/29/15,15.62215278,0,45208.62332
12/30/15,17.30784722,0,47776.0612
12/31/15,11.09861111,0,36869.60286
1/1/16,11.7721875,0,37126.06628
1/2/16,13.44451389,0,41238.00496
1/3/16,12.33819444,0,38224.66512
1/4/16,18.96961806,0.3,49425.27025
1/5/16,22.89614583,0.3,54003.40549
1/6/16,14.99527778,0.3,37376.33952
1/7/16,13.82899306,0.3,33880.02604
1/8/16,13.01947917,0.3,34312.99154
1/9/16,11.0025,0.3,31444.91374
1/10/16,4.857916667,0.3,22077.33398
1/11/16,14.22486111,0.3,38593.03263
1/12/16,15.8553125,0.3,39055.32349
1/13/16,18.26013889,0.3,46617.62435
1/14/16,18.66270833,0.3,45943.65617
1/15/16,13.58895833,0.3,37594.45679
1/16/16,11.62972222,0.3,33636.29883
1/17/16,14.30576389,0.3,37216.59668
1/18/16,18.64774306,0.1,47626.12366
1/19/16,21.74006944,0.291666667,58117.58478
1/20/16,18.36951389,0.3,48824.70465
1/21/16,17.94652778,0.3,49298.23405
1/22/16,18.82302083,0.3,47843.72172
1/23/16,18.8153125,0.3,50244.56875
1/24/16,16.87395833,0.3,44987.68731
1/25/16,14.59475694,0.970833333,42427.22941
1/26/16,9.117708333,1,31680.08181
1/27/16,9.892916667,1,34660.99769
1/28/16,13.20159722,1,31475.98674
1/29/16,12.33979167,1,30595.65674
1/30/16,12.34201389,0.5,31661.72201
1/31/16,6.818888889,0.5,24143.64909
2/1/16,4.671423611,1,22514.37174
2/2/16,8.486805556,1,26212.63509
2/3/16,6.270277778,1,23269.34408
2/4/16,2.814027778,1,18703.94206
2/5/16,15.00833333,1,40591.14193
2/6/16,16.44118056,0.5,37346.86019
2/7/16,12.15385417,0.5,34803.78092
2/8/16,19.13052083,1,51688.98478
2/9/16,19.02861111,1,47021.18937
2/10/16,15.78434028,1,39893.02816
2/11/16,20.08888889,1,50079.7104
2/12/16,23.3296875,1,53357.62277
2/13/16,24.288125,0.5,58828.31152
2/14/16,31.54659722,0.5,69730.92066
2/15/16,23.87006944,0.6,63315.64494
2/16/16,6.476736111,0.983333333,34167.73031
2/17/16,10.85791667,1,32140.24007
2/18/16,15.68149306,1,40482.69383
2/19/16,15.57100694,1,36805.40472
2/20/16,5.729756944,0.5,24026.28866
2/21/16,5.528229167,0.5,23787.35677
2/22/16,11.36569444,1,31333.60514
2/23/16,14.32072917,1,34693.67432
2/24/16,9.251076389,1,29332.08496
2/25/16,2.584201389,1,17831.59993
2/26/16,13.45746528,1,31103.64651
2/27/16,15.56086806,0.5,33257.41062
2/28/16,6.778020833,0.5,21615.35075
2/29/16,4.981180556,1,19617.5944
3/1/16,9.417291667,1,26926.39204
3/2/16,10.13861111,1,25153.3036
3/3/16,17.30944444,1,39034.98112
3/4/16,17.19357639,1,40134.28076
3/5/16,15.0475,0.5,37057.34456
3/6/16,12.64243056,0.5,33925.73107
3/7/16,9.317743056,1,28518.28505
3/8/16,7.779479167,1,24710.0057
3/9/16,2.728472222,1,10631.63737
3/10/16,0.2246875,1,5652.721354
3/11/16,5.168402778,1,19709.70866
3/12/16,6.246875,0.4,21165.34668
3/13/16,2.601086957,0.4,17324.31315
3/14/16,9.95625,0.4,29192.9362
3/15/16,8.633611111,0.4,29177.98828
3/16/16,7.288541667,0.4,23980.68848
3/17/16,5.283819444,0.4,19111.98568
3/18/16,7.656527778,0.4,23412.75146
3/19/16,12.55125,0.4,31416.96126
3/20/16,15.10583333,0.4,36135.03239
3/21/16,13.00746528,0.975,33323.21631
3/22/16,10.25038194,1,29020.07297
3/23/16,5.184131944,1,22303.96918
3/24/16,11.03822917,1,31477.04346
3/25/16,9.560868056,1,29010.00407
3/26/16,10.67927083,0.5,27852.24935
3/27/16,10.8565625,0.5,28660.70679
3/28/16,9.884548611,1,27936.40584
3/29/16,7.554305556,1,23644.94792
3/30/16,7.726805556,1,23254.3099
