date	timestamp	cooling degrees	solar radiation	weekday	dehumidification	occupancy	chilledWater-TonDays
2/4/13	1359936000000	0	111.7916667	0	0	1	2.009343643
2/5/13	1360022400000	0	70.16666667	1	0	1	1.845786778
2/6/13	1360108800000	0	125.0416667	2	0	1	2.101363989
2/7/13	1360195200000	0	84.08333333	3	0	1	2.154407433
2/8/13	1360281600000	0	27.29166667	4	0	1	1.838347506
2/9/13	1360368000000	0	66.58333333	5	0	0.5	1.253440499
2/10/13	1360454400000	0	139.1666667	6	0	0.5	2.019891047
2/11/13	1360540800000	0	19.41666667	0	0	1	2.049011951
2/12/13	1360627200000	0	128.8333333	1	0	1	2.225457655
2/13/13	1360713600000	0	142.5416667	2	0	1	2.580368202
2/14/13	1360800000000	0	139.875	3	0	1	2.646166318
2/15/13	1360886400000	0	97.45833333	4	0	1	3.061219472
2/16/13	1360972800000	0	43.29166667	5	0	0.5	2.66471997
2/17/13	1361059200000	0	42.79166667	6	0	0.5	2.51692696
2/18/13	1361145600000	0	153.25	0	0	1	1.94998041
2/19/13	1361232000000	0	94.54166667	1	0	1	2.794214459
2/20/13	1361318400000	0	143.5833333	2	0	1	3.02883596
2/21/13	1361404800000	0	130.8333333	3	0	1	2.775157612
2/22/13	1361491200000	0	91.875	4	0	1	3.574168142
2/23/13	1361577600000	0	77.625	5	0	0.5	3.330613348
2/24/13	1361664000000	0	16.54166667	6	0	0.5	2.905495069
2/25/13	1361750400000	0	104.4166667	0	0	1	3.590345238
2/26/13	1361836800000	0	111.9166667	1	0	1	2.990446333
2/27/13	1361923200000	0	9.583333333	2	0	1	2.520172825
3/2/13	1362182400000	0	153.0416667	5	0	0.5	2.758695745
3/3/13	1362268800000	0	123.6666667	6	0	0.5	3.038445795
3/4/13	1362355200000	0	138.8333333	0	0	1	2.47445513
3/5/13	1362441600000	0	65.91666667	1	0	1	1.982326736
3/6/13	1362528000000	0	43.125	2	0	1	2.11392249
3/7/13	1362614400000	0	35.04166667	3	0	1	2.220901306
3/8/13	1362700800000	0	33.45833333	4	0	1	1.968952784
3/9/13	1362787200000	0	138.0833333	5	0	0.5	2.190605825
3/10/13	1362873600000	0	96.125	6	0	0.5	2.393547538
3/11/13	1362960000000	0	127.3333333	0	0	1	2.812440175
3/12/13	1363046400000	0	36.70833333	1	0	1	2.768103752
3/13/13	1363132800000	0	148.1666667	2	0	1	3.039722485
3/14/13	1363219200000	0	125.2916667	3	0	1	2.435767865
3/15/13	1363305600000	0	165.375	4	0	1	2.387237236
3/16/13	1363392000000	0	146.3333333	5	0	0.4	2.46421977
3/17/13	1363478400000	0	151.625	6	0	0.4	2.561540723
3/18/13	1363564800000	0	140.625	0	0	0.4	2.937656351
3/19/13	1363651200000	0	21.04166667	1	0	0.4	3.038113724
3/20/13	1363737600000	0	223.7083333	2	0	0.4	3.041605529
3/21/13	1363824000000	0	148.4166667	3	0	0.4	3.199238316
3/22/13	1363910400000	0	153.5833333	4	0	0.4	3.084773682
3/23/13	1363996800000	0	172.1666667	5	0	0.4	2.832806665
3/24/13	1364083200000	0	217.1666667	6	0	0.4	3.285824323
3/25/13	1364169600000	0	130.5	0	0	0.975	3.337157379
3/26/13	1364256000000	0	182.2916667	1	0	1	2.745246108
3/27/13	1364342400000	0	211.4583333	2	0	1	3.349347002
3/28/13	1364428800000	0	153.7083333	3	0	1	3.107338536
3/29/13	1364515200000	0.0375	201.625	4	0	1	3.311360656
3/30/13	1364601600000	0	244.2916667	5	0	0.5	3.225187205
3/31/13	1364688000000	0.120833333	188.9583333	6	0	0.5	3.445435318
4/1/13	1364774400000	0.154166667	148.2916667	0	0	1	3.861227463
4/2/13	1364860800000	0	203	1	0	1	2.416062708
4/3/13	1364947200000	0	256.9166667	2	0	1	2.836249224
4/4/13	1365033600000	0	261.25	3	0	1	3.221088622
4/5/13	1365120000000	0	121.125	4	0	1	3.725551411
4/6/13	1365206400000	0	267.3333333	5	0	0.5	2.685617213
4/7/13	1365292800000	0	185.9166667	6	0	0.5	2.995075229
4/8/13	1365379200000	0.791666667	195.1666667	0	0	1	3.758852407
4/9/13	1365465600000	1.725	164.875	1	0	1	4.621350481
4/10/13	1365552000000	0.370833333	158.2083333	2	0	1	4.287430312
4/11/13	1365638400000	0	95.625	3	0	1	3.542401307
4/12/13	1365724800000	0	22.75	4	0	1	2.738725048
4/13/13	1365811200000	0	151.7083333	5	0	0.5	2.57799016
4/14/13	1365897600000	0	169.6666667	6	0	0.5	2.423754745
4/15/13	1365984000000	0.008333333	176.0833333	0	0	1	2.761816544
4/16/13	1366070400000	0.620833333	257.5	1	0	1	3.269178243
4/17/13	1366156800000	1.191666667	281.1666667	2	0	1	4.239507766
4/18/13	1366243200000	0.345833333	209.0833333	3	0	1	4.762546724
4/19/13	1366329600000	4.45	112.0416667	4	0.001141714	1	3.57727443
4/20/13	1366416000000	0.995833333	119.2083333	5	0.000254448	0.5	3.009919556
4/21/13	1366502400000	0	294.5416667	6	0	0.5	2.403472198
4/22/13	1366588800000	0	234.7083333	0	0	1	2.991385495
4/23/13	1366675200000	0	35.20833333	1	0	1	3.468970343
4/24/13	1366761600000	1.5	189.7916667	2	0	1	24.96461825
4/25/13	1366848000000	1.1	279.0416667	3	0	1	15.32722636
4/26/13	1366934400000	0.358333333	287.625	4	0	1	8.810826299
4/27/13	1367020800000	0.783333333	282.4166667	5	0	0.5	11.16168275
4/28/13	1367107200000	1.7875	301.25	6	0	0.5	14.91619783
4/29/13	1367193600000	1.841666667	199.7083333	0	0	1	35.50479875
5/2/13	1367452800000	2.366666667	198.9583333	3	0	1	40.4119942
5/3/13	1367539200000	0.008333333	191.125	4	0	1	13.26371077
5/4/13	1367625600000	0.145833333	315.9166667	5	0	0.5	8.966859843
5/5/13	1367712000000	0.133333333	247.5833333	6	0	0.5	9.839439422
5/6/13	1367798400000	1.1375	307.8333333	0	0	1	20.93407468
5/7/13	1367884800000	3.383333333	186.9166667	1	0.000146446	1	58.90447569
5/8/13	1367971200000	3.608333333	238.375	2	0.000135303	1	55.06433158
5/9/13	1368057600000	1.7625	102.9166667	3	0.000406662	1	29.64087829
5/10/13	1368144000000	5.383333333	231.4583333	4	0.000668525	1	77.50912323
5/11/13	1368230400000	4.420833333	108.2916667	5	0.00150197	0.5	32.04345606
5/12/13	1368316800000	2.795833333	99.25	6	0.000692534	0.5	19.02205234
5/13/13	1368403200000	0.516666667	297.1666667	0	0	1	15.8432795
5/14/13	1368489600000	0.408333333	230.125	1	0	1	12.22771833
5/15/13	1368576000000	2	288.125	2	0	1	27.73453467
5/16/13	1368662400000	6.945833333	321.0416667	3	1.61E-05	1	73.33460055
5/17/13	1368748800000	2.383333333	282.5	4	0	1	32.34741276
5/18/13	1368835200000	3.145833333	210	5	0	0.5	3.626584025
5/19/13	1368921600000	2.425	172.2083333	6	0	0.5	3.778806101
5/20/13	1369008000000	6.308333333	172.7083333	0	0.002041941	0.5	91.60422894
5/21/13	1369094400000	3.545833333	157.9583333	1	0.001578527	0.5	63.43430694
5/22/13	1369180800000	1.354166667	79.04166667	2	0.000383382	0.5	25.80545401
5/23/13	1369267200000	6.508333333	120.3333333	3	0.003000158	0.5	48.46013984
5/24/13	1369353600000	3.8875	62.45833333	4	0.002257495	0.5	39.79331346
5/25/13	1369440000000	0	23.75	5	0	0.5	5.201711677
5/26/13	1369526400000	0.166666667	133.0416667	6	0	0.5	4.40512051
5/27/13	1369612800000	3.025	341.1666667	0	0	0.2	25.39301762
5/28/13	1369699200000	3.6	225.0833333	1	4.00E-06	0.4875	40.96197678
5/29/13	1369785600000	3.8875	79.29166667	2	0.001925501	0.5	50.73168324
5/30/13	1369872000000	10.92083333	242.5	3	0.003776564	0.5	135.127061
5/31/13	1369958400000	13.55416667	328.4166667	4	0.002702242	0.5	125.2457191
6/1/13	1370044800000	12.575	329.0416667	5	0.003094701	0.5	20.80483529
6/2/13	1370131200000	10.55	321.2916667	6	0.003470972	0.5	28.29124438
6/3/13	1370217600000	7.308333333	157.7916667	0	0.003530589	0.5	95.6324319
6/4/13	1370304000000	3.866666667	345.5416667	1	0	0.5	56.76266404
6/5/13	1370390400000	4.725	283.2083333	2	0	0.5	56.03874739
6/6/13	1370476800000	4.766666667	242.7916667	3	2.68E-05	0.5	57.74135509
6/7/13	1370563200000	0.791666667	29.45833333	4	9.97E-05	0.5	13.60061486
6/8/13	1370649600000	5.816666667	199.875	5	0.001625942	0.5	6.482456154
6/9/13	1370736000000	7.479166667	260.0416667	6	0.000760292	0.5	9.856554951
6/10/13	1370822400000	4.066666667	147.5	0	0.000583916	0.5	47.93161567
6/11/13	1370908800000	3.125	121.5	1	0.001191823	0.5	15.72952
6/12/13	1370995200000	4.0375	142.25	2	0.000241352	0.5	28.63461551
6/13/13	1371081600000	2.3375	101.2083333	3	0.000211407	0.5	18.71848966
6/14/13	1371168000000	3.766666667	190.7083333	4	0.000103077	0.5	17.46387215
6/15/13	1371254400000	7.254166667	348.875	5	6.17E-05	0.5	24.5630475
6/16/13	1371340800000	7.154166667	192.875	6	0.00098574	0.5	26.68457294
6/17/13	1371427200000	9.129166667	284.0833333	0	0.002284028	0.5	91.80680174
6/18/13	1371513600000	4.7375	157.9583333	1	0.001468992	0.5	52.29217106
6/19/13	1371600000000	5.079166667	342	2	0.000115387	0.5	50.08013229
6/20/13	1371686400000	6.741666667	342.9583333	3	0.000137206	0.5	65.50437405
6/21/13	1371772800000	8.829166667	230.0416667	4	0.001615104	0.5	88.31649344
6/22/13	1371859200000	9.283333333	216.75	5	0.000951202	0.5	49.26412302
6/23/13	1371945600000	11.08333333	166.3333333	6	0.00367913	0.5	79.59971848
6/24/13	1372032000000	14.4875	316.5	0	0.005298473	0.5	162.6991542
6/25/13	1372118400000	14.16666667	297.8333333	1	0.003948411	0.5	149.071554
6/26/13	1372204800000	10.48333333	264.625	2	0.00621577	0.5	133.5791941
6/27/13	1372291200000	5.508333333	59.33333333	3	0.003373343	0.5	79.02564195
6/28/13	1372377600000	9.320833333	137.4583333	4	0.006278038	0.5	92.24055854
6/29/13	1372464000000	10.49166667	163	5	0.005677528	0.5	46.13559747
7/2/13	1372723200000	9.433333333	102.4583333	1	0.006197515	0.5	114.8685315
7/3/13	1372809600000	12.325	215.4583333	2	0.006334871	0.5	132.6699149
7/4/13	1372896000000	14.94583333	304.6666667	3	0.006971831	0.5	154.4549143
7/5/13	1372982400000	15.825	326.125	4	0.0066984	0.5	166.2804134
7/6/13	1373068800000	15.64583333	274.0833333	5	0.006074228	0.5	92.73967403
7/7/13	1373155200000	14.50416667	245.0833333	6	0.005269257	0.5	86.72780407
7/8/13	1373241600000	10.55	233.5416667	0	0.006826313	0.5	170.4550546
7/9/13	1373328000000	7.3	99.25	1	0.004392779	0.5	106.034102
7/10/13	1373414400000	11.10416667	177.2916667	2	0.007350147	0.5	119.7730759
7/11/13	1373500800000	11.9875	214.75	3	0.00861767	0.5	123.3124386
7/12/13	1373587200000	7.775	249.2916667	4	0.002231497	0.5	90.86273689
7/13/13	1373673600000	7.716666667	82	5	0.004584367	0.5	40.9087097
7/14/13	1373760000000	12.69583333	235.9583333	6	0.006552906	0.5	89.00661609
7/15/13	1373846400000	14.24166667	294.1666667	0	0.005758168	0.5	169.6577229
7/16/13	1373932800000	14.0125	309.9583333	1	0.004871138	0.5	176.2168596
7/17/13	1374019200000	14.74583333	312.7083333	2	0.006111001	0.5	189.9984759
7/18/13	1374105600000	14.90833333	308.0416667	3	0.007316681	0.5	178.8323764
7/19/13	1374192000000	17.85416667	317.375	4	0.007677751	0.5	189.9291194
7/20/13	1374278400000	16.775	280.9583333	5	0.006163169	0.5	103.509602
7/21/13	1374364800000	10.85833333	213.0416667	6	0.004067213	0.5	76.321848
7/22/13	1374451200000	9.7	180.125	0	0.004886621	0.5	146.2937013
7/23/13	1374537600000	10.84166667	181.8333333	1	0.008047212	0.5	102.6779022
7/24/13	1374624000000	11.4625	236.0416667	2	0.004872277	0.5	121.9848347
7/25/13	1374710400000	4.333333333	63.45833333	3	0.001271393	0.5	34.34660892
7/26/13	1374796800000	5.925	45.16666667	4	0.003117227	0.5	51.51286987
7/27/13	1374883200000	9.879166667	294.2916667	5	0.002826586	0.5	51.64812003
7/28/13	1374969600000	9.166666667	189.375	6	0.004661185	0.5	40.19344045
7/29/13	1375056000000	9.745833333	248	0	0.005900096	0.5	97.40293641
7/30/13	1375142400000	9.916666667	292.375	1	0.002263057	0.5	87.90029803
7/31/13	1375228800000	9.558333333	287.25	2	0.001757009	0.5	89.28247054
8/1/13	1375315200000	9.258333333	260.6666667	3	0.00304197	0.5	93.13738455
8/2/13	1375401600000	10.15416667	231.2083333	4	0.003405968	0.5	79.25225402
8/3/13	1375488000000	9.533333333	157.875	5	0.002522764	0.5	27.14558605
8/4/13	1375574400000	7.695833333	235.75	6	0.00186377	0.5	35.03716615
8/5/13	1375660800000	6.179166667	312.7083333	0	1.71E-06	0.5	57.11808264
8/6/13	1375747200000	6.645833333	304.875	1	2.46E-05	0.5	66.67707829
8/7/13	1375833600000	7.6375	251.0416667	2	0.000274908	0.5	73.48990771
8/8/13	1375920000000	10.15	150.4583333	3	0.004129353	0.5	70.60494609
8/9/13	1376006400000	10.3125	62.66666667	4	0.006697716	0.5	63.42692058
8/10/13	1376092800000	10.675	289.75	5	0.001986246	0.5	39.62124709
8/11/13	1376179200000	8.020833333	301.25	6	0.000404328	0.5	32.64896449
8/12/13	1376265600000	9.429166667	284.5416667	0	0.002018719	0.5	76.55863465
8/13/13	1376352000000	8.145833333	106.625	1	0.004048162	0.5	66.15771178
8/14/13	1376438400000	7.158333333	298.25	2	0.000613134	0.5	51.21693686
8/15/13	1376524800000	6.7875	295.875	3	8.42E-05	0.5	46.43985547
8/16/13	1376611200000	7.85	225.5833333	4	0.000390595	0.5	47.94540485
8/17/13	1376697600000	7.4	250.5416667	5	0.001134438	0.5	15.3080066
8/18/13	1376784000000	8.091666667	138.5	6	0.000916368	0.5	17.13386542
8/19/13	1376870400000	9.795833333	183.6666667	0	0.001114876	0.5	78.8707396
8/20/13	1376956800000	11.29583333	280.1666667	1	0.002518054	0.5	95.10083683
8/21/13	1377043200000	12.26666667	278.0416667	2	0.002703431	0.5	98.97676477
8/22/13	1377129600000	12.19583333	216.4583333	3	0.003870131	0.5	100.5294118
8/23/13	1377216000000	8.916666667	203.75	4	0.001653269	0.5	83.75388003
8/24/13	1377302400000	5.591666667	283.25	5	0	0.5	24.67910685
8/25/13	1377388800000	8.391666667	261.6666667	6	0.000109204	0.5	29.76113545
8/26/13	1377475200000	9.933333333	177.9583333	0	0.003276457	0.5	92.98773204
8/27/13	1377561600000	8.720833333	157.5416667	1	0.004754299	0.5	110.0832655
8/28/13	1377648000000	7.9375	161.4166667	2	0.003821978	0.5	102.0996047
8/29/13	1377734400000	5.020833333	36.54166667	3	0.0025181	0.5	42.13287512
8/30/13	1377820800000	7.704166667	132.1666667	4	0.003589721	0.5	79.47461334
9/2/13	1378080000000	10.34583333	156.6666667	0	0.007070436	0.5	93.43613244
9/3/13	1378166400000	9.420833333	124	1	0.005808752	0.979166667	108.4696343
9/4/13	1378252800000	8.445833333	255.5416667	2	0.00055129	1	101.3806098
9/5/13	1378339200000	4.9	113.125	3	0.000755261	1	47.897504
9/6/13	1378425600000	3.166666667	240.5416667	4	0	1	33.0892654
9/7/13	1378512000000	6.183333333	242.4583333	5	0.000132174	0.5	40.67286621
9/8/13	1378598400000	5.454166667	202	6	0.000564979	0.5	31.49971638
9/9/13	1378684800000	3.525	219.8333333	0	0	1	34.22779602
9/10/13	1378771200000	7.6	107.5833333	1	0.003381589	1	70.27750122
9/11/13	1378857600000	13.60416667	227.5	2	0.006828719	1	152.50474
9/12/13	1378944000000	12.11666667	208.1666667	3	0.005834316	1	150.2662711
9/13/13	1379030400000	7.308333333	108.5	4	0.004118217	1	95.68362124
9/14/13	1379116800000	3.933333333	114.0833333	5	1.91E-05	0.5	16.2493147
9/15/13	1379203200000	3.6	188.5	6	0	0.5	24.40464206
9/16/13	1379289600000	2.366666667	52.41666667	0	0.000123437	1	20.6258101
9/17/13	1379376000000	0.7625	232.75	1	0	1	13.63013475
9/18/13	1379462400000	3.633333333	228.5416667	2	0	1	39.40343272
9/19/13	1379548800000	5.008333333	226.1666667	3	4.14E-05	1	56.38197903
9/20/13	1379635200000	5.175	219.5833333	4	0.000154539	1	62.20886977
9/21/13	1379721600000	6.841666667	172.375	5	0.001614504	0.5	37.87637499
9/22/13	1379808000000	5.391666667	77.5	6	0.001678065	0.5	19.65932248
9/23/13	1379894400000	1.0625	217.5833333	0	0	1	13.59881121
9/24/13	1379980800000	1.345833333	211.1666667	1	0	1	13.80266201
9/25/13	1380067200000	2.104166667	194.9583333	2	0	1	16.51363129
9/26/13	1380153600000	1.770833333	122.0416667	3	0	1	20.14755798
9/27/13	1380240000000	1.679166667	53.58333333	4	0	1	18.10236599
9/28/13	1380326400000	2.7125	199.5	5	5.77E-05	0.5	19.8341998
9/29/13	1380412800000	1.425	127.5416667	6	0	0.5	9.581243706
9/30/13	1380499200000	1.125	107.5416667	0	0	1	18.94632535
10/1/13	1380585600000	3.9875	196.375	1	0.000142045	1	44.95357752
10/2/13	1380672000000	7.645833333	193.0416667	2	0.000968066	1	69.83990973
10/3/13	1380758400000	6.408333333	174.5833333	3	0.000171692	1	63.32996251
10/4/13	1380844800000	2.791666667	64.41666667	4	0.000413691	1	24.58111112
10/5/13	1380931200000	4.354166667	130.375	5	0.000727708	0.5	17.33939515
10/6/13	1381017600000	2.6125	20.875	6	0.000667645	0.5	5.052566384
10/7/13	1381104000000	7.541666667	121	0	0.003661275	1	63.99464643
10/8/13	1381190400000	1.970833333	165.6666667	1	0	1	19.45658903
10/9/13	1381276800000	0.8875	109.4166667	2	0	1	13.68802763
10/10/13	1381363200000	1.075	99.04166667	3	0	1	11.07246524
10/11/13	1381449600000	2.045833333	121.25	4	0	1	24.64539894
10/12/13	1381536000000	1.320833333	31.41666667	5	0.000109989	0.5	3.403574218
10/13/13	1381622400000	0.5	54.95833333	6	0	0.5	3.527022145
10/14/13	1381708800000	1.083333333	156.7916667	0	0	0.6	11.76912948
10/15/13	1381795200000	1.6375	69.625	1	0	0.983333333	19.152801
10/16/13	1381881600000	1.6	91.33333333	2	1.71E-06	1	12.17269979
10/17/13	1381968000000	4.029166667	53.70833333	3	0.001467985	1	31.74559519
10/18/13	1382054400000	3.870833333	157.375	4	0.000591343	1	32.2753907
10/19/13	1382140800000	1.995833333	138.9166667	5	0	0.5	16.60749664
10/20/13	1382227200000	0.9	157.625	6	0	0.5	11.94245713
10/21/13	1382313600000	1.533333333	152.0416667	0	0	1	29.82422314
10/22/13	1382400000000	2.4	142.2916667	1	0	1	28.75653704
10/23/13	1382486400000	0.120833333	107.5416667	2	0	1	6.576011795
10/24/13	1382572800000	0	149.125	3	0	1	7.317689129
10/25/13	1382659200000	0	116.875	4	0	1	4.221153679
10/26/13	1382745600000	0.008333333	134.3333333	5	0	0.5	7.665848547
10/27/13	1382832000000	0.016666667	134.4166667	6	0	0.5	5.529744881
10/28/13	1382918400000	0.279166667	127.875	0	0	1	11.11339737
10/29/13	1383004800000	0	138.4166667	1	0	1	2.739429162
10/30/13	1383091200000	0	63.125	2	0	1	2.18546702
11/2/13	1383350400000	1.8875	81.58333333	5	0	0.5	4.910997915
11/3/13	1383436800000	0	34.04166667	6	0	0.5	4.271303692
11/4/13	1383523200000	0	127.625	0	0	1	4.269035621
11/5/13	1383609600000	0	116.2916667	1	0	1	3.550515278
11/6/13	1383696000000	0.345833333	116.2916667	2	0	1	5.504605115
11/7/13	1383782400000	2.004166667	31.125	3	0.000538119	1	6.534433938
11/8/13	1383868800000	0	114.6666667	4	0	1	2.699988958
11/9/13	1383955200000	0	90.75	5	0	0.5	2.617280403
11/10/13	1384041600000	0	46.41666667	6	0	0.5	2.541515514
11/11/13	1384128000000	0	116.7083333	0	0	1	2.894394101
11/12/13	1384214400000	0	37.875	1	0	1	2.388264587
11/13/13	1384300800000	0	115.75	2	0	1	2.644239982
11/14/13	1384387200000	0	112.2083333	3	0	1	2.641702145
11/15/13	1384473600000	0.166666667	78.79166667	4	0	1	4.182093025
11/16/13	1384560000000	0.129166667	67.58333333	5	0	0.5	2.069017283
11/17/13	1384646400000	0.345833333	22.79166667	6	0.000138074	0.5	2.211955024
11/18/13	1384732800000	2.379166667	62.125	0	0.000603557	1	7.524257998
11/19/13	1384819200000	0	73.33333333	1	0	1	2.330702244
11/20/13	1384905600000	0	101.3333333	2	0	1	1.837248509
11/21/13	1384992000000	0	98.375	3	0	1	1.680944795
11/22/13	1385078400000	0	10.5	4	0	1	1.949554906
11/23/13	1385164800000	0	87.66666667	5	0	0.5	1.299261198
11/24/13	1385251200000	0	62.70833333	6	0	0.5	1.032983038
11/25/13	1385337600000	0	101.5416667	0	0	1	1.337053334
11/26/13	1385424000000	0	46.95833333	1	0	1	3.536825095
11/27/13	1385510400000	1.3875	7.625	2	0.000763611	1	3.260281279
11/28/13	1385596800000	0	96.125	3	0	0.2	1.805551193
11/29/13	1385683200000	0	89.45833333	4	0	0.2	1.827589141
11/30/13	1385769600000	0	81.375	5	0	0.2	0.841045688
12/1/13	1385856000000	0	11.75	6	0	0.2	1.077826568
12/2/13	1385942400000	0	38.04166667	0	0	0.966666667	5.229016044
12/3/13	1386028800000	0	56.875	1	0	1	5.570117202
12/4/13	1386115200000	0	74.16666667	2	0	1	5.692012713
12/5/13	1386201600000	0.020833333	8.916666667	3	0	1	6.10856024
12/6/13	1386288000000	0.029166667	14.125	4	0	1	6.231323979
12/7/13	1386374400000	0	61.54166667	5	0	0.5	2.727001295
12/8/13	1386460800000	0	50.875	6	0	0.5	2.648554667
12/9/13	1386547200000	0	6.166666667	0	0	1	4.968379071
12/10/13	1386633600000	0	15.875	1	0	1	3.894677064
12/11/13	1386720000000	0	82.75	2	0	1	3.363565727
12/12/13	1386806400000	0	87.33333333	3	0	1	2.542009149
12/13/13	1386892800000	0	64	4	0	1	1.864356362
12/14/13	1386979200000	0	47.83333333	5	0	0.5	1.619273765
12/15/13	1387065600000	0	24.79166667	6	0	0.5	2.063031122
12/16/13	1387152000000	0	86.625	0	0	1	2.300907043
12/17/13	1387238400000	0	53.125	1	0	1	2.585646472
12/18/13	1387324800000	0	54.5	2	0	1	2.495377639
12/19/13	1387411200000	0	77.70833333	3	0	1	2.723306328
12/20/13	1387497600000	0	59.5	4	0	0.1	2.453829656
12/21/13	1387584000000	0	48.29166667	5	0	0.1	2.283959901
12/22/13	1387670400000	0.325	16.625	6	6.45E-05	0.1	2.922655266
12/23/13	1387756800000	0	12.79166667	0	0	0.1	2.566774422
12/24/13	1387843200000	0	30.83333333	1	0	0	1.568539978
12/25/13	1387929600000	0	84.04166667	2	0	0	1.234018632
12/26/13	1388016000000	0	17.91666667	3	0	0	1.086463713
12/27/13	1388102400000	0	85.125	4	0	0	1.076468762
12/28/13	1388188800000	0	61.58333333	5	0	0	0.78113197
12/29/13	1388275200000	0	24.83333333	6	0	0	0.862370925
12/30/13	1388361600000	0	66.25	0	0	0	1.09129012
1/2/14	1388620800000	0	12.19097222	3	0	0.3	1.229485405
1/3/14	1388707200000	0	70.88194444	4	0	0.3	1.057333652
1/4/14	1388793600000	0	94.36111111	5	0	0.3	0.818063597
1/5/14	1388880000000	0	59.8125	6	0	0.3	0.902993573
1/6/14	1388966400000	0.593541667	14.84027778	0	0.00026578	0.3	2.051811675
1/7/14	1389052800000	0	97.78125	1	0	0.3	1.58406573
1/8/14	1389139200000	0	96.26041667	2	0	0.3	1.6129601
1/9/14	1389225600000	0	98.05555556	3	0	0.3	1.635340399
1/10/14	1389312000000	0	22.65972222	4	0	0.3	1.984590721
1/11/14	1389398400000	1.327430556	16.28125	5	0.000488465	0.3	1.734624303
1/12/14	1389484800000	0.049236111	76.50694444	6	0	0.3	1.647266038
1/13/14	1389571200000	0	93.28125	0	0	0.3	3.162629476
1/14/14	1389657600000	0	16.22569444	1	0	0.3	2.64849293
1/15/14	1389744000000	0	89.11805556	2	0	0.3	3.451754219
1/16/14	1389830400000	0	28.20833333	3	0	0.3	3.490734652
1/17/14	1389916800000	0	100.4444444	4	0	0.3	3.535550043
1/18/14	1390003200000	0	8.548611111	5	0	0.3	2.051950009
1/19/14	1390089600000	0	61.76388889	6	0	0.3	1.750149852
1/20/14	1390176000000	0	51.43055556	0	0	0.3	2.360181173
1/21/14	1390262400000	0	46.47916667	1	0	0.3	1.578343932
1/22/14	1390348800000	0	76.05902778	2	0	0.3	1.265269757
1/23/14	1390435200000	0	107.7222222	3	0	0.3	1.264643642
1/24/14	1390521600000	0	115.8854167	4	0	0.3	1.07254907
1/25/14	1390608000000	0	61.30555556	5	0	0.3	0.941530983
1/26/14	1390694400000	0	106.8159722	6	0	0.491666667	0.968192934
1/27/14	1390780800000	0	42.6875	0	0	1	1.637068692
1/28/14	1390867200000	0	110.0381944	1	0	1	1.491640926
1/29/14	1390953600000	0	105.1736111	2	0	1	1.883131663
1/30/14	1391040000000	0	124.1736111	3	0	1	1.847143564
1/31/14	1391126400000	0	85.09375	4	0	1	2.082433422
2/1/14	1391212800000	0	105.1284722	5	0	0.5	2.097486643
2/2/14	1391299200000	0.010868056	68.85069444	6	0	0.5	1.995732997
2/3/14	1391385600000	0	13.5625	0	0	1	3.018675988
2/4/14	1391472000000	0	112.0902778	1	0	1	3.03524745
2/5/14	1391558400000	0	19.06597222	2	0	1	3.26770967
2/6/14	1391644800000	0	116.3159722	3	0	1	2.222073144
2/7/14	1391731200000	0	136.8680556	4	0	1	2.480336957
2/8/14	1391817600000	0	121.1701389	5	0	0.5	1.534006394
2/9/14	1391904000000	0	94.58680556	6	0	0.5	1.877820103
2/10/14	1391990400000	0	139.65625	0	0	1	2.476668868
2/11/14	1392076800000	0	140.5555556	1	0	1	2.40123705
2/12/14	1392163200000	0	135.6423611	2	0	1	2.850359954
2/13/14	1392249600000	0	9.388888889	3	0	1	2.506362132
2/14/14	1392336000000	0	88.42013889	4	0	1	2.538658562
2/15/14	1392422400000	0	47.29513889	5	0	0.5	1.667713433
2/16/14	1392508800000	0	136.4791667	6	0	0.5	1.769579571
2/17/14	1392595200000	0	158.4236111	0	0	1	1.702602126
2/18/14	1392681600000	0	27.17361111	1	0	1	2.17039834
2/19/14	1392768000000	0	70.05208333	2	0	1	2.633563295
2/20/14	1392854400000	0	148.3368056	3	0	1	2.884180276
2/21/14	1392940800000	0	21.88888889	4	0	1	2.760962458
2/22/14	1393027200000	0	163.2361111	5	0	0.5	2.109358686
2/23/14	1393113600000	0	109.4166667	6	0	0.5	2.091187694
2/24/14	1393200000000	0	139.8680556	0	0	1	2.40787545
2/25/14	1393286400000	0	118.4930556	1	0	1	1.979331806
2/26/14	1393372800000	0	112.2152778	2	0	1	1.851986405
2/27/14	1393459200000	0	119.9548611	3	0	1	1.882242739
3/2/14	1393718400000	0	46.34722222	6	0	0.5	1.774087349
3/3/14	1393804800000	0	73.89583333	0	0	1	1.777147177
3/4/14	1393891200000	0	137.3784722	1	0	1	2.303688147
3/5/14	1393977600000	0	72.15625	2	0	1	2.547832817
3/6/14	1394064000000	0	189.2534722	3	0	1	2.556481511
3/7/14	1394150400000	0	164.4375	4	0	1	2.507739892
3/8/14	1394236800000	0.076354167	178.5694444	5	0	0.5	2.202114223
3/9/14	1394323200000	0	202.3115942	6	0	0.5	2.56514291
3/10/14	1394409600000	0	119.9826389	0	0	1	3.698309879
3/11/14	1394496000000	0.567743056	173.3576389	1	0	1	4.18909695
3/12/14	1394582400000	0	61.82638889	2	0	1	4.259505501
3/13/14	1394668800000	0	111.4236111	3	0	1	2.86678653
